date,institution_id,syndrome_category,service_count,day_of_week,is_holiday,data_completeness,rolling_7day_avg,rolling_14day_avg
2025-01-01,inst-c,acute_allergic_anaphylactic,0,2,0,1.0,0.0,0.0
2025-01-01,inst-c,acute_coronary_ischemic,0,2,0,1.0,0.0,0.0
2025-01-01,inst-c,acute_encephalitic,0,2,0,1.0,0.0,0.0
2025-01-01,inst-c,acute_febrile_illness,8,2,0,1.0,8.0,8.0
2025-01-01,inst-c,acute_fever_rash,0,2,0,1.0,0.0,0.0
2025-01-01,inst-c,acute_flaccid_paralysis,0,2,0,1.0,0.0,0.0
2025-01-01,inst-c,acute_heart_failure_congestive,1,2,0,1.0,1.0,1.0
2025-01-01,inst-c,acute_hemolytic_cytopenic,0,2,0,1.0,0.0,0.0
2025-01-01,inst-c,acute_jaundice_hepatitic,0,2,0,1.0,0.0,0.0
2025-01-01,inst-c,acute_kidney_injury_oliguria,0,2,0,1.0,0.0,0.0
2025-01-01,inst-c,acute_ophthalmic_conjunctivitis,0,2,0,1.0,0.0,0.0
2025-01-01,inst-c,acute_otolaryngologic_suppurative,1,2,0,1.0,1.0,1.0
2025-01-01,inst-c,acute_watery_diarrhea,2,2,0,1.0,2.0,2.0
2025-01-01,inst-c,bloody_diarrhea_dysentery,0,2,0,1.0,0.0,0.0
2025-01-01,inst-c,bronchospastic_obstructive,0,2,0,1.0,0.0,0.0
2025-01-01,inst-c,cardiac_arrhythmic_syncope,0,2,0,1.0,0.0,0.0
2025-01-01,inst-c,chemical_toxic_inhalation,0,2,0,1.0,0.0,0.0
2025-01-01,inst-c,cranial_neuropathy_dysautonomia,0,2,0,1.0,0.0,0.0
2025-01-01,inst-c,cutaneous_ulcerative_eschar,0,2,0,1.0,0.0,0.0
2025-01-01,inst-c,environmental_heat_stroke,0,2,0,1.0,0.0,0.0
2025-01-01,inst-c,environmental_hypothermia_cold,0,2,0,1.0,0.0,0.0
2025-01-01,inst-c,febrile_arthritic,2,2,0,1.0,2.0,2.0
2025-01-01,inst-c,febrile_enteric,0,2,0,1.0,0.0,0.0
2025-01-01,inst-c,fever_flu,8,2,0,1.0,8.0,8.0
2025-01-01,inst-c,foodborne_neurotoxic,0,2,0,1.0,0.0,0.0
2025-01-01,inst-c,gastroenteritis_emetic,3,2,0,1.0,3.0,3.0
2025-01-01,inst-c,gastrointestinal,0,2,0,1.0,0.0,0.0
2025-01-01,inst-c,influenza_like_illness,4,2,0,1.0,4.0,4.0
2025-01-01,inst-c,lower_respiratory_illness,2,2,0,1.0,2.0,2.0
2025-01-01,inst-c,meningeal_irritation,0,2,0,1.0,0.0,0.0
2025-01-01,inst-c,mucocutaneous_lymph_node,0,2,0,1.0,0.0,0.0
2025-01-01,inst-c,oral_ulcerative_stomatitis,0,2,0,1.0,0.0,0.0
2025-01-01,inst-c,other,3,2,0,1.0,3.0,3.0
2025-01-01,inst-c,pediatric_croup_stridor,0,2,0,1.0,0.0,0.0
2025-01-01,inst-c,pediatric_malnutrition_wasting,0,2,0,1.0,0.0,0.0
2025-01-01,inst-c,post_infectious_asthenia,0,2,0,1.0,0.0,0.0
2025-01-01,inst-c,respiratory,1,2,0,1.0,1.0,1.0
2025-01-01,inst-c,severe_acute_respiratory_infection,1,2,0,1.0,1.0,1.0
2025-01-01,inst-c,severe_dehydration_shock,0,2,0,1.0,0.0,0.0
2025-01-01,inst-c,systemic_inflammatory_sepsis,1,2,0,1.0,1.0,1.0
2025-01-01,inst-c,unspecified_community_cluster,0,2,0,1.0,0.0,0.0
2025-01-01,inst-c,upper_respiratory_infection,3,2,0,1.0,3.0,3.0
2025-01-01,inst-c,urinary_tract_infection_febrile,0,2,0,1.0,0.0,0.0
2025-01-01,inst-c,vector_lymphatic_filarial,0,2,0,1.0,0.0,0.0
2025-01-01,inst-c,vector_malaria_paroxysmal,0,2,0,1.0,0.0,0.0
2025-01-01,inst-c,vesiculopustular_eruptive,1,2,0,1.0,1.0,1.0
2025-01-01,inst-c,viral_hemorrhagic_fever,1,2,0,1.0,1.0,1.0
2025-01-01,inst-c,zoonotic_leptospiral,1,2,0,1.0,1.0,1.0
2025-01-01,inst-c,zoonotic_rabies_encephalopathy,0,2,0,1.0,0.0,0.0
2025-01-02,inst-c,acute_allergic_anaphylactic,0,3,0,1.0,0.0,0.0
2025-01-02,inst-c,acute_coronary_ischemic,1,3,0,1.0,0.5,0.5
2025-01-02,inst-c,acute_encephalitic,0,3,0,1.0,0.0,0.0
2025-01-02,inst-c,acute_febrile_illness,6,3,0,1.0,7.0,7.0
2025-01-02,inst-c,acute_fever_rash,1,3,0,1.0,0.5,0.5
2025-01-02,inst-c,acute_flaccid_paralysis,0,3,0,1.0,0.0,0.0
2025-01-02,inst-c,acute_heart_failure_congestive,0,3,0,1.0,0.5,0.5
2025-01-02,inst-c,acute_hemolytic_cytopenic,0,3,0,1.0,0.0,0.0
2025-01-02,inst-c,acute_jaundice_hepatitic,0,3,0,1.0,0.0,0.0
