date,institution_id,syndrome_category,service_count,day_of_week,is_holiday,data_completeness,rolling_7day_avg,rolling_14day_avg
2025-01-01,inst-a,acute_allergic_anaphylactic,1,2,0,1.0,1.0,1.0
2025-01-01,inst-a,acute_coronary_ischemic,1,2,0,1.0,1.0,1.0
2025-01-01,inst-a,acute_encephalitic,0,2,0,1.0,0.0,0.0
2025-01-01,inst-a,acute_febrile_illness,8,2,0,1.0,8.0,8.0
2025-01-01,inst-a,acute_fever_rash,1,2,0,1.0,1.0,1.0
2025-01-01,inst-a,acute_flaccid_paralysis,0,2,0,1.0,0.0,0.0
2025-01-01,inst-a,acute_heart_failure_congestive,1,2,0,1.0,1.0,1.0
2025-01-01,inst-a,acute_hemolytic_cytopenic,1,2,0,1.0,1.0,1.0
2025-01-01,inst-a,acute_jaundice_hepatitic,1,2,0,1.0,1.0,1.0
2025-01-01,inst-a,acute_kidney_injury_oliguria,0,2,0,1.0,0.0,0.0
2025-01-01,inst-a,acute_ophthalmic_conjunctivitis,1,2,0,1.0,1.0,1.0
2025-01-01,inst-a,acute_otolaryngologic_suppurative,2,2,0,1.0,2.0,2.0
2025-01-01,inst-a,acute_watery_diarrhea,5,2,0,1.0,5.0,5.0
2025-01-01,inst-a,bloody_diarrhea_dysentery,1,2,0,1.0,1.0,1.0
2025-01-01,inst-a,bronchospastic_obstructive,5,2,0,1.0,5.0,5.0
2025-01-01,inst-a,cardiac_arrhythmic_syncope,0,2,0,1.0,0.0,0.0
2025-01-01,inst-a,chemical_toxic_inhalation,0,2,0,1.0,0.0,0.0
2025-01-01,inst-a,cranial_neuropathy_dysautonomia,0,2,0,1.0,0.0,0.0
2025-01-01,inst-a,cutaneous_ulcerative_eschar,0,2,0,1.0,0.0,0.0
2025-01-01,inst-a,environmental_heat_stroke,0,2,0,1.0,0.0,0.0
2025-01-01,inst-a,environmental_hypothermia_cold,0,2,0,1.0,0.0,0.0
2025-01-01,inst-a,febrile_arthritic,1,2,0,1.0,1.0,1.0
2025-01-01,inst-a,febrile_enteric,1,2,0,1.0,1.0,1.0
2025-01-01,inst-a,fever_flu,15,2,0,1.0,15.0,15.0
2025-01-01,inst-a,foodborne_neurotoxic,0,2,0,1.0,0.0,0.0
2025-01-01,inst-a,gastroenteritis_emetic,4,2,0,1.0,4.0,4.0
2025-01-01,inst-a,gastrointestinal,16,2,0,1.0,16.0,16.0
2025-01-01,inst-a,influenza_like_illness,9,2,0,1.0,9.0,9.0
2025-01-01,inst-a,lower_respiratory_illness,7,2,0,1.0,7.0,7.0
2025-01-01,inst-a,meningeal_irritation,0,2,0,1.0,0.0,0.0
2025-01-01,inst-a,mucocutaneous_lymph_node,0,2,0,1.0,0.0,0.0
2025-01-01,inst-a,oral_ulcerative_stomatitis,1,2,0,1.0,1.0,1.0
2025-01-01,inst-a,other,11,2,0,1.0,11.0,11.0
2025-01-01,inst-a,pediatric_croup_stridor,3,2,0,1.0,3.0,3.0
2025-01-01,inst-a,pediatric_malnutrition_wasting,1,2,0,1.0,1.0,1.0
2025-01-01,inst-a,post_infectious_asthenia,0,2,0,1.0,0.0,0.0
2025-01-01,inst-a,respiratory,25,2,0,1.0,25.0,25.0
2025-01-01,inst-a,severe_acute_respiratory_infection,2,2,0,1.0,2.0,2.0
2025-01-01,inst-a,severe_dehydration_shock,0,2,0,1.0,0.0,0.0
2025-01-01,inst-a,systemic_inflammatory_sepsis,1,2,0,1.0,1.0,1.0
2025-01-01,inst-a,unspecified_community_cluster,1,2,0,1.0,1.0,1.0
2025-01-01,inst-a,upper_respiratory_infection,15,2,0,1.0,15.0,15.0
2025-01-01,inst-a,urinary_tract_infection_febrile,1,2,0,1.0,1.0,1.0
2025-01-01,inst-a,vector_lymphatic_filarial,0,2,0,1.0,0.0,0.0
2025-01-01,inst-a,vector_malaria_paroxysmal,1,2,0,1.0,1.0,1.0
2025-01-01,inst-a,vesiculopustular_eruptive,0,2,0,1.0,0.0,0.0
2025-01-01,inst-a,viral_hemorrhagic_fever,0,2,0,1.0,0.0,0.0
2025-01-01,inst-a,zoonotic_leptospiral,0,2,0,1.0,0.0,0.0
2025-01-01,inst-a,zoonotic_rabies_encephalopathy,0,2,0,1.0,0.0,0.0
2025-01-02,inst-a,acute_allergic_anaphylactic,1,3,0,1.0,1.0,1.0
2025-01-02,inst-a,acute_coronary_ischemic,2,3,0,1.0,1.5,1.5
2025-01-02,inst-a,acute_encephalitic,1,3,0,1.0,0.5,0.5
2025-01-02,inst-a,acute_febrile_illness,7,3,0,1.0,7.5,7.5
2025-01-02,inst-a,acute_fever_rash,2,3,0,1.0,1.5,1.5
2025-01-02,inst-a,acute_flaccid_paralysis,0,3,0,1.0,0.0,0.0
2025-01-02,inst-a,acute_heart_failure_congestive,0,3,0,1.0,0.5,0.5
2025-01-02,inst-a,acute_hemolytic_cytopenic,0,3,0,1.0,0.5,0.5
2025-01-02,inst-a,acute_jaundice_hepatitic,1,3,0,1.0,1.0,1.0
2025-01-02,inst-a,acute_kidney_injury_oliguria,0,3,0,1.0,0.0,0.0
